0.000000000000000000e+00,1.000000000000000000e+00,4.142135623730950900e-01,5.857864376269049655e-01,6.796227589829593185e-01,7.387961250362585774e-01,7.795187907884576495e-01,1.342099956490694357e-01,3.837215421403196713e-01,4.207656579709873612e-01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.262096826685897177e-01,9.262096826685897177e-01,9.340521402868116052e-01,9.417839645316542496e-01,1.048512669324504210e-01,4.155931790263989178e-01,4.522201742246326761e-01
4.142135623730950900e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.231056256176605301e-01,3.781540370671890861e-01,4.218778798013793629e-01
5.857864376269049655e-01,9.262096826685897177e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.985389009657519410e-01,3.272753268715429265e-01,3.781540370671891416e-01
6.796227589829593185e-01,9.262096826685897177e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.651852694071775485e-01,2.673290453265317335e-01,3.272753268715429265e-01
7.387961250362585774e-01,9.340521402868116052e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.172579468898073962e-01,1.956540320885251649e-01,2.673290453265317335e-01
7.795187907884576495e-01,9.417839645316542496e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.084348764416804833e-01,1.956540320885251649e-01
1.342099956490694357e-01,1.048512669324504210e-01,1.231056256176605301e-01,1.985389009657519410e-01,3.651852694071775485e-01,6.172579468898073962e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.973344923297370324e-01
3.837215421403196713e-01,4.155931790263989178e-01,3.781540370671890861e-01,3.272753268715429265e-01,2.673290453265317335e-01,1.956540320885251649e-01,1.084348764416804833e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.207656579709873612e-01,4.522201742246326761e-01,4.218778798013793629e-01,3.781540370671891416e-01,3.272753268715429265e-01,2.673290453265317335e-01,1.956540320885251649e-01,9.973344923297370324e-01,1.000000000000000000e+00,0.000000000000000000e+00
